0,1,2,3
2026-02-21 10:32:33,1,0.7917112670585412,4.655387759736573
2026-02-21 12:04:52,2,0.6678309223515376,4.644033155444533
2026-02-21 13:37:10,3,0.6592387625960265,4.598614738276371
